Abundance|10E=167
Taborax, Hope's Demise|J25=18
Taeko, the Patient Avalanche|J25=805
Tail Swipe|J25=30
Tajuru Pathwarden|J25=12
Take Up the Shield|J25=13
Teferi's Ageless Insight|J25=282
Tenacity|J25=15
Terramorphic Expanse|J25=27
Territorial Scythecat|J25=13
Tethmos High Priest|J25=11
Thieves' Guild Enforcer|J25=22
Thieves' Tools|J25=17
Thirsting Bloodlord|J25=28
Thopter Architect|J25=16
Thopter Mechanic|J25=12
Thornweald Archer|J25=14
Thought Monitor|J25=54
Thoughtcast|J25=304
Thrashing Brontodon|J25=9
Thriving Bluff|J25=18
Thriving Grove|J25=20
Thriving Heath|J25=15
Thriving Isle|J25=16
Thriving Moor|J25=17
Thryx, the Sudden Storm|J25=22
Thundering Spineback|J25=12
Thurid, Mare of Destiny|J25=356
Tide Skimmer|J25=9
Tidepool Turtle|J25=11
Time to Feed|J25=7
Tireless Provisioner|J25=267
Tireless Tracker|J25=25
Titan's Strength|J25=13
Tolarian Kraken|J25=13
Topiary Stomper|J25=58
Torment of Scarabs|J25=27
Tough Cookie|J25=16
Towering-Wave Mystic|J25=10
Tragic Slip|J25=17
Trail of Crumbs|J25=34
Treasure Keeper|J25=10
Trial of Knowledge|J25=4
Trial of Zeal|J25=3
Triplicate Spirits|J25=14
Trueheart Twins|J25=4
Trusty Retriever|J25=22
Tukatongue Thallid|J25=11
Twinferno|J25=21
Typhoid Rats|J25=14
Tyvar Kell|J25=717
Ukud Cobra|J25=11
Ulcerate|J25=11
Ulvenwald Mysteries|J25=6
Uncaged Fury|J25=7
Uncomfortable Chill|J25=5
Undead Butler|J25=26
Undercellar Myconid|J25=30
Undercity Scrounger|J25=10
Undergrowth Champion|J25=59
Undersea Invader|J25=4
Universal Solvent|J25=11
Unleash Fury|J25=43
Unstoppable Ogre|J25=5
Urdnan, Dromoka Warrior|J25=34
Urge to Feed|J25=11
Valkyrie Harbinger|J25=149
Valkyrie's Sword|J25=14
Valorous Stance|J25=7
Vampire Nighthawk|J25=17
Vampire Scrivener|J25=16
Vampire of the Dire Moon|J25=58
Vampiric Fury|J25=10
Vault of Whispers|J25=556
Venerated Loxodon|J25=15
Venomous Hierophant|J25=9
Venser, Shaper Savant|J25=36
Verdeloth the Ancient|J25=27
Vexing Gull|J25=10
Vicious Conquistador|J25=26
Vilis, Broker of Blood|J25=875
Village Rites|J25=25
Violent Outburst|J25=28
Virus Beetle|J25=14
Vito, Thorn of the Dusk Rose|J25=803
Voice of the Woods|J25=19
Voldaren Ambusher|J25=13
Voldaren Duelist|J25=6
Voldaren Epicure|J25=22
Volley Veteran|J25=15
Voracious Greatshark|J25=21
Vraska's Finisher|J25=9
Wailing Ghoul|J25=9
Wakedancer|J25=7
Waker of Waves|J25=12
Wall of Lost Thoughts|J25=14
Warbriar Blessing|J25=7
Warden of Evos Isle|J25=13
Waterkin Shaman|J25=7
Wavebreak Hippocamp|J25=72
Weaselback Redcap|J25=8
Weaver of Lightning|J25=7
Whirlermaker|J25=13
Whirlwind Denial|J25=13
Wildfire Elemental|J25=9
Wind Strider|J25=6
Windcaller Aven|J25=15
Windreader Sphinx|J25=15
Windstorm Drake|J25=9
Winged Words|J25=9
Wingsteed Rider|J25=7
Witching Well|J25=11
Wolfrider's Saddle|J25=12
Woodland Champion|J25=16
Woodland Liege|J25=105
Wrecking Crew|J25=11
Wriggling Grub|J25=70
Yarok's Wavecrasher|J25=7
Young Pyromancer|J25=19
Youthful Valkyrie|J25=22
Zada, Hedron Grinder|J25=18
Zealot of the God-Pharaoh|J25=16
Zealous Conscripts|J25=17
Gaea's Cradle|JGP=221050
Lightning Bolt|JGP=63086
Stroke of Genius|JGP=3607
Act of Treason|JMP=10
Aegis Turtle|JMP=7
Aegis of the Heavens|JMP=30
Aerial Assault|JMP=5
Aether Spellbomb|JMP=19
Affa Guard Hound|JMP=11
Affectionate Indrik|JMP=4
Aggressive Urge|JMP=9
Agonizing Syphon|JMP=5
Ajani's Chosen|JMP=32
Alabaster Mage|JMP=5
Allosaurus Shepherd|JMP=3923
Alloy Myr|JMP=45
Ambassador Oak|JMP=5
Ancestral Statue|JMP=15
Angel of Mercy|JMP=9
Angel of the Dire Hour|JMP=198
Angelic Arbiter|JMP=303
Angelic Edict|JMP=8
Angelic Page|JMP=18
Arbor Armament|JMP=11
Arcane Encyclopedia|JMP=12
Archaeomender|JMP=13
Archon of Justice|JMP=14
Archon of Redemption|JMP=18
Armorcraft Judge|JMP=9
Ashmouth Hound|JMP=6
Assassin's Strike|JMP=8
Assault Formation|JMP=38
Auger Spree|JMP=15
Awakener Druid|JMP=8
Bake into a Pie|JMP=7
Ball Lightning|JMP=40
Barrage of Expendables|JMP=15
Barter in Blood|JMP=9
Bathe in Dragonfire|JMP=10
Battlefield Promotion|JMP=7
Battleground Geist|JMP=7
Beetleback Chief|JMP=19
Befuddle|JMP=14
Belltower Sphinx|JMP=12
Black Cat|JMP=12
Black Market|JMP=408
Blessed Sanctuary|JMP=174
Blessed Spirits|JMP=14
Blighted Bat|JMP=10
Blindblast|JMP=26
Blood Artist|JMP=152
Blood Divination|JMP=16
Blood Host|JMP=10
Bloodbond Vampire|JMP=13
Bloodhunter Bat|JMP=10
Bloodrage Brawler|JMP=6
Bloodrock Cyclops|JMP=6
Bloodshot Trainee|JMP=8
Bogbrew Witch|JMP=8
Boggart Brute|JMP=4
Bone Picker|JMP=6
Bone Splinters|JMP=7
Borderland Marauder|JMP=14
Borderland Minotaur|JMP=7
Branching Evolution|JMP=414
Brightmare|JMP=7
Brindle Shoat|JMP=4
Brushstrider|JMP=4
Bruvac the Grandiloquent|JMP=3738
Bubbling Cauldron|JMP=9
Bulwark Giant|JMP=6
Burglar Rat|JMP=11
Buried Ruin|JMP=36
Cadaver Imp|JMP=12
Carven Caryatid|JMP=15
Cathar's Companion|JMP=18
Cathars' Crusade|JMP=942
Cauldron Familiar|JMP=211
Celestial Mantle|JMP=680
Cemetery Recruitment|JMP=13
Chain Lightning|JMP=26
Chained Brute|JMP=12
Chamber Sentry|JMP=13
Champion of Lambholt|JMP=299
Charmbreaker Devils|JMP=15
Chart a Course|JMP=13
Child of Night|JMP=15
Chromatic Sphere|JMP=25
Cinder Elemental|JMP=6
Cloudreader Sphinx|JMP=5
Cloudshift|JMP=122
Coastal Piracy|JMP=141
Collateral Damage|JMP=11
Commune with Dinosaurs|JMP=12
Corpse Hauler|JMP=14
Corpse Traders|JMP=9
Corsair Captain|JMP=28
Cradle of Vitality|JMP=43
Craterhoof Behemoth|JMP=1510
Crookclaw Transmuter|JMP=6
Crow of Dark Tidings|JMP=3
Crushing Canopy|JMP=2
Cryptic Serpent|JMP=48
Curiosity|JMP=89
Curious Obsession|JMP=31
Dance with Devils|JMP=10
Dauntless Onslaught|JMP=6
Dawntreader Elk|JMP=8
Death's Approach|JMP=17
Departed Deckhand|JMP=5
Dinrova Horror|JMP=8
Divine Arrow|JMP=5
Doublecast|JMP=13
Douse in Gloom|JMP=13
Draconic Roar|JMP=8
Dragon Fodder|JMP=11
Dragon Hatchling|JMP=9
Dragonloft Idol|JMP=15
Dragonlord's Servant|JMP=25
Dragonspeaker Shaman|JMP=199
Drainpipe Vermin|JMP=12
Drana, Liberator of Malakir|JMP=175
Dreamstone Hedron|JMP=20
Drover of the Mighty|JMP=15
Dualcaster Mage|JMP=576
Duelist's Heritage|JMP=95
Dutiful Attendant|JMP=4
Dwynen's Elite|JMP=9
Elemental Uprising|JMP=9
Elvish Archdruid|JMP=44
Emancipation Angel|JMP=13
Emiel the Blessed|JMP=1070
Enlarge|JMP=12
Entomber Exarch|JMP=8
Erratic Visionary|JMP=3
Essence Flux|JMP=149
Etali, Primal Storm|JMP=39
Eternal Taskmaster|JMP=6
Eternal Thirst|JMP=19
Exclude|JMP=17
Exclusion Mage|JMP=9
Exhume|JMP=465
Explore|JMP=21
Exquisite Blood|JMP=2094
Fa'adiyah Seer|JMP=7
Face of Divinity|JMP=14
Falkenrath Noble|JMP=18
Fanatical Firebrand|JMP=11
Fell Specter|JMP=60
Feral Hydra|JMP=23
Feral Invocation|JMP=8
Feral Prowler|JMP=6
Fertilid|JMP=6
Festering Newt|JMP=7
Flame Lash|JMP=8
Flames of the Firebrand|JMP=6
Flames of the Raze-Boar|JMP=5
Flametongue Kavu|JMP=7
Fling|JMP=6
Flurry of Horns|JMP=10
Forced Worship|JMP=5
Forest (1)|JMP=14
Forest (2)|JMP=18
Forest (3)|JMP=19
Forest (4)|JMP=17
Forest (5)|JMP=22
Forest (6)|JMP=18
Forest (7)|JMP=27
Forest (8)|JMP=23
Forge Devil|JMP=14
Fortify|JMP=7
Funeral Rites|JMP=6
Furnace Whelp|JMP=10
Fusion Elemental|JMP=9
Gargoyle Sentinel|JMP=9
Ghalta, Primal Hunger|JMP=71
Ghirapur Guide|JMP=3
Ghoulcaller Gisa|JMP=365
Ghoulcaller's Accomplice|JMP=5
Ghoulraiser|JMP=11
Gifted Aetherborn|JMP=34
Gingerbrute|JMP=14
Gird for Battle|JMP=8
Goblin Chieftain|JMP=689
Goblin Commando|JMP=13
Goblin Goon|JMP=28
Goblin Instigator|JMP=24
Goblin Lore|JMP=72
Goblin Rally|JMP=31
Goblin Shortcutter|JMP=8
Gonti, Lord of Luxury|JMP=22
Grave Bramble|JMP=7
Gravewaker|JMP=11
Grim Lavamancer|JMP=21
Gristle Grinner|JMP=5
Guardian Idol|JMP=32
Hamletback Goliath|JMP=25
Harvester of Souls|JMP=256
Healer's Hawk|JMP=18
Heartfire|JMP=4
Hedron Archive|JMP=17
Hellrider|JMP=216
Herald's Horn|JMP=444
High Sentinels of Arashin|JMP=20
Homing Lightning|JMP=9
Hungry Flames|JMP=3
Hunter's Insight|JMP=194
Immolating Gyre|JMP=186
Indomitable Will|JMP=22
Inferno Hellion|JMP=22
Initiate's Companion|JMP=15
Inniaz, the Gale Force|JMP=17
Innocent Blood|JMP=37
Inspired Charge|JMP=10
Inspiring Call|JMP=33
Inspiring Captain|JMP=6
Inspiring Unicorn|JMP=15
Ironroot Warlord|JMP=18
Ironshell Beetle|JMP=4
Irresistible Prey|JMP=10
Isamaru, Hound of Konda|JMP=91
Island (1)|JMP=16
Island (2)|JMP=19
Island (3)|JMP=19
Island (4)|JMP=22
Island (5)|JMP=22
Island (6)|JMP=21
Island (7)|JMP=19
Island (8)|JMP=30
Jousting Dummy|JMP=5
Juggernaut|JMP=4
Kalastria Nightwatch|JMP=69
Keeper of Fables|JMP=28
Kels, Fight Fixer|JMP=26
Kiln Fiend|JMP=7
Kira, Great Glass-Spinner|JMP=600
Kitesail Corsair|JMP=6
Knight of the Tusk|JMP=4
Knightly Valor|JMP=5
Kor Spiritdancer|JMP=227
Krenko, Mob Boss|JMP=145
Languish|JMP=29
Last Gasp|JMP=6
Lathliss, Dragon Queen|JMP=76
Launch Party|JMP=4
Lawless Broker|JMP=3
Lawmage's Binding|JMP=14
Leaf Gilder|JMP=10
Leave in the Dust|JMP=7
Lena, Selfless Champion|JMP=25
Lifecrafter's Gift|JMP=11
Lightning Axe|JMP=8
Lightning Bolt|JMP=263
Lightning Diadem|JMP=10
Lightning Elemental|JMP=6
Lightning Phoenix|JMP=21
Lightning Shrieker|JMP=8
Lightning Visionary|JMP=9
Lightning-Core Excavator|JMP=5
Lightwalker|JMP=4
Liliana's Elite|JMP=14
Liliana's Reaver|JMP=37
Linvala, Keeper of Silence|JMP=1807
Living Lightning|JMP=4
Long Road Home|JMP=16
Lurking Predators|JMP=1051
Macabre Waltz|JMP=14
Maelstrom Archangel|JMP=56
Magma Jet|JMP=16
Magmaquake|JMP=18
Makeshift Munitions|JMP=11
Malakir Familiar|JMP=15
Mana Geode|JMP=20
Marauder's Axe|JMP=5
Mark of the Vampire|JMP=8
Mausoleum Turnkey|JMP=3
Mentor of the Meek|JMP=20
Mesa Unicorn|JMP=13
Meteor Golem|JMP=18
Miasmic Mummy|JMP=14
Mikaeus, the Lunarch|JMP=61
Minotaur Skullcleaver|JMP=8
Minotaur Sureshot|JMP=51
Mire Triton|JMP=8
Mirrodin's Core|JMP=30
Molten Ravager|JMP=9
Moment of Heroism|JMP=7
Momentous Fall|JMP=337
Mountain (1)|JMP=27
Mountain (2)|JMP=43
Mountain (3)|JMP=15
Mountain (4)|JMP=27
Mountain (5)|JMP=12
Mountain (6)|JMP=25
Mountain (7)|JMP=14
Mountain (8)|JMP=39
Mugging|JMP=8
Murmuring Phantasm|JMP=18
Muxus, Goblin Grandee|JMP=1018
Myr Sire|JMP=15
Mystic Archaeologist|JMP=13
Narcolepsy|JMP=11
Nature's Way|JMP=13
Nebelgast Herald|JMP=10
Nessian Hornbeetle|JMP=5
New Horizons|JMP=12
Neyith of the Dire Hunt|JMP=752
Nightshade Stinger|JMP=12
Nocturnal Feeder|JMP=5
Nyxathid|JMP=17
Octoprophet|JMP=11
Ogre Slumlord|JMP=30
Oneirophage|JMP=11
Oona's Blackguard|JMP=38
Oracle of Mul Daya|JMP=580
Orazca Frillback|JMP=5
Ormos, Archive Keeper|JMP=25
Ornery Goblin|JMP=5
Outnumber|JMP=14
Overgrown Battlement|JMP=29
Pacifism|JMP=12
Parasitic Implant|JMP=12
Path of Bravery|JMP=19
Path to Exile|JMP=158
Patron of the Valiant|JMP=10
Peel from Reality|JMP=12
Penumbra Bobcat|JMP=6
Perilous Myr|JMP=9
Phyrexian Broodlings|JMP=6
Phyrexian Debaser|JMP=12
Phyrexian Gargantua|JMP=9
Phyrexian Rager|JMP=4
Phyrexian Reclamation|JMP=434
Phyrexian Tower|JMP=2291
Pillar of Flame|JMP=8
Pirate's Cutlass|JMP=6
Plagued Rusalka|JMP=11
Plains (1)|JMP=16
Plains (2)|JMP=20
Plains (3)|JMP=12
Plains (4)|JMP=24
Plains (5)|JMP=22
Plains (6)|JMP=13
Plains (7)|JMP=96
Plains (8)|JMP=158
Pouncing Cheetah|JMP=24
Prescient Chimera|JMP=12
Presence of Gond|JMP=13
Primeval Bounty|JMP=59
Primordial Sage|JMP=56
Prophetic Prism|JMP=12
Prosperous Pirates|JMP=10
Pyroclastic Elemental|JMP=12
Rageblood Shaman|JMP=21
Raging Regisaur|JMP=13
Raise the Alarm|JMP=18
Rampaging Brontodon|JMP=34
Rapacious Dragon|JMP=10
Rattlechains|JMP=22
Ravenous Baloth|JMP=22
Ravenous Chupacabra|JMP=130
Read the Runes|JMP=59
Reanimate|JMP=663
Reckless Scholar|JMP=24
Release the Dogs|JMP=17
Rhox Faithmender|JMP=242
Rhystic Study|JMP=5624
Riddle of Lightning|JMP=10
Riptide Laboratory|JMP=50
Rise of the Dark Realms|JMP=557
Rishadan Airship|JMP=7
Rishkar, Peema Renegade|JMP=23
Rogue's Gloves|JMP=27
Ronom Unicorn|JMP=19
Roving Keep|JMP=8
Rumbling Baloth|JMP=15
Runed Servitor|JMP=3
Rupture Spire|JMP=14
Sage's Row Savant|JMP=6
Sailor of Means|JMP=14
Sangromancer|JMP=100
Sanitarium Skeleton|JMP=15
Sarkhan's Rage|JMP=6
Sarkhan's Unsealing|JMP=76
Savage Stomp|JMP=9
Scarecrone|JMP=364
Scholar of the Lost Trove (1)|JMP=26
Scholar of the Lost Trove (2)|JMP=30
Scourge of Nel Toth|JMP=38
Scroll of Avacyn|JMP=16
Scrounging Bandar|JMP=15
Scuttlemutt|JMP=19
Sea Gate Oracle|JMP=21
Seismic Elemental|JMP=13
Selhoff Occultist|JMP=14
Selvala, Heart of the Wilds|JMP=719
Sengir Vampire|JMP=11
Serendib Efreet|JMP=16
Serra Angel|JMP=11
Sethron, Hurloon General|JMP=24
Settle the Score|JMP=15
Shambling Goblin|JMP=7
Sharding Sphinx|JMP=23
Sheoldred, Whispering One|JMP=1938
Sigiled Starfish|JMP=14
Signpost Scarecrow|JMP=6
Silhana Wayfinder|JMP=5
Sin Prodder|JMP=35
Skittering Surveyor|JMP=8
Sky Tether|JMP=7
Slate Street Ruffian|JMP=7
Somberwald Stag|JMP=4
Soul Salvage|JMP=6
Soul of the Harvest|JMP=127
Spectral Sailor|JMP=16
Spiteful Prankster|JMP=105
Spitting Earth|JMP=15
Sporemound|JMP=20
Stab Wound|JMP=6
Steel-Plume Marshal|JMP=53
Stone Haven Pilgrim|JMP=5
Storm Sculptor|JMP=9
Supply Runners|JMP=9
Suspicious Bookcase|JMP=14
Swamp (1)|JMP=21
Swamp (2)|JMP=15
Swamp (3)|JMP=52
Swamp (4)|JMP=17
Swamp (5)|JMP=125
Swamp (6)|JMP=20
Swamp (7)|JMP=23
Swamp (8)|JMP=13
Swarm of Bloodflies|JMP=10
Sweep Away|JMP=12
Sylvan Brushstrider|JMP=14
Sylvan Ranger|JMP=11
Take Heart|JMP=10
Talrand's Invocation|JMP=7
Talrand, Sky Summoner|JMP=35
Tandem Tactics|JMP=12
Tempting Witch|JMP=9
Terramorphic Expanse|JMP=26
Terrarion|JMP=9
Thermo-Alchemist|JMP=14
Thirst for Knowledge|JMP=7
Thought Collapse|JMP=30
Thought Scour|JMP=43
Thragtusk|JMP=21
Thriving Bluff|JMP=10
Thriving Grove|JMP=14
Thriving Heath|JMP=15
Thriving Isle|JMP=10
Thriving Moor|JMP=16
Thundering Spineback|JMP=11
Tibalt's Rager|JMP=9
Time to Feed|JMP=14
Tinybones, Trinket Thief|JMP=2071
Tithebearer Giant|JMP=6
Torch Fiend|JMP=3
Towering Titan|JMP=67
Towering-Wave Mystic|JMP=8
Trusty Retriever|JMP=11
Ulvenwald Hydra|JMP=56
Unstable Obelisk|JMP=11
Valorous Stance|JMP=12
Vampire Neonate|JMP=18
Vastwood Zendikon|JMP=10
Vedalken Archmage|JMP=1092
Vedalken Entrancer|JMP=11
Verdant Embrace|JMP=28
Voice of the Provinces|JMP=11
Volcanic Fallout|JMP=17
Volley Veteran|JMP=11
Voyage's End|JMP=12
Wailing Ghoul|JMP=8
Wall of Blossoms|JMP=16
Wall of Lost Thoughts|JMP=18
Wall of Vines|JMP=12
Warden of Evos Isle|JMP=13
Warfire Javelineer|JMP=13
Warmonger's Chariot|JMP=11
Waterknot|JMP=7
Weaver of Lightning|JMP=6
Whelming Wave|JMP=68
Wight of Precinct Six|JMP=11
Wildheart Invoker|JMP=6
Wildsize|JMP=4
Windreader Sphinx|JMP=19
Windstorm Drake|JMP=8
Winged Words|JMP=12
Wishful Merfolk|JMP=6
Witch of the Moors|JMP=216
Wizard's Retort|JMP=19
Woodborn Behemoth|JMP=8
Wren's Run Vanquisher|JMP=13
Young Pyromancer|JMP=18
Zendikar's Roil|JMP=77
Zombie Infestation|JMP=10
Zurzoth, Chaos Rider|JMP=72
Aegis of the Gods|JOU=110
Aerial Formation|JOU=11
Agent of Erebos|JOU=26
Ajani's Presence|JOU=12
Ajani, Mentor of Heroes|JOU=349
Akroan Line Breaker|JOU=3
Akroan Mastiff|JOU=7
Armament of Nyx|JOU=3
Armory of Iroas|JOU=10
Aspect of Gorgon|JOU=8
Athreos, God of Passage|JOU=1296
Banishing Light|JOU=15
Bassara Tower Archer|JOU=16
Battlefield Thaumaturge|JOU=19
Bearer of the Heavens|JOU=38
Bladetusk Boar|JOU=4
Blinding Flare|JOU=14
Bloodcrazed Hoplite|JOU=5
Brain Maggot|JOU=13
Cast into Darkness|JOU=3
Chariot of Victory|JOU=52
Cloaked Siren|JOU=9
Colossal Heroics|JOU=4
Consign to Dust|JOU=12
Countermand|JOU=8
Cruel Feeding|JOU=4
Crystalline Nautilus|JOU=11
Cyclops of Eternal Fury|JOU=12
Dakra Mystic|JOU=26
Daring Thief|JOU=18
Dawnbringer Charioteers|JOU=16
Deicide|JOU=14
Desecration Plague|JOU=8
Deserter's Quarters|JOU=7
Desperate Stand|JOU=6
Dictate of Erebos|JOU=1557
Dictate of Heliod|JOU=39
Dictate of Karametra|JOU=90
Dictate of Kruphix|JOU=111
Dictate of the Twin Gods|JOU=247
Disciple of Deceit|JOU=22
Doomwake Giant|JOU=28
Dreadbringer Lampads|JOU=6
Eagle of the Watch|JOU=5
Eidolon of Blossoms|JOU=236
Eidolon of Rhetoric|JOU=43
Eidolon of the Great Revel|JOU=148
Extinguish All Hope|JOU=29
Feast of Dreams|JOU=3
Felhide Petrifier|JOU=16
Flamespeaker's Will|JOU=5
Fleetfeather Cockatrice|JOU=7
Flurry of Horns|JOU=3
Font of Fertility|JOU=15
Font of Fortunes|JOU=3
Font of Ire|JOU=6
Font of Return|JOU=7
Font of Vigor|JOU=4
Forgeborn Oreads|JOU=12
Gluttonous Cyclops|JOU=2
Gnarled Scarhide|JOU=12
Godhunter Octopus|JOU=4
Godsend|JOU=312
Gold-Forged Sentinel|JOU=11
Golden Hind|JOU=4
Goldenhide Ox|JOU=3
Grim Guardian|JOU=41
Hall of Triumph|JOU=42
Harness by Force|JOU=28
Harvestguard Alseids|JOU=4
Heroes' Bane|JOU=23
Hour of Need|JOU=6
Hubris|JOU=4
Humbler of Mortals|JOU=5
Hydra Broodmaster|JOU=20
Hypnotic Siren|JOU=36
Interpret the Signs|JOU=5
Iroas, God of Victory|JOU=1381
Keranos, God of Storms|JOU=1517
King Macar, the Gold-Cursed|JOU=47
Kiora's Dismissal|JOU=10
Knowledge and Power|JOU=3
Kruphix's Insight|JOU=16
Kruphix, God of Horizons|JOU=294
Lagonna-Band Trailblazer|JOU=9
Launch the Fleet|JOU=31
Leonin Iconoclast|JOU=8
Lightning Diadem|JOU=3
Magma Spray|JOU=3
Mana Confluence|JOU=2605
Market Festival|JOU=16
Master of the Feast|JOU=325
Mogis's Warhound|JOU=5
Mortal Obstinacy|JOU=10
Nature's Panoply|JOU=3
Nessian Game Warden|JOU=9
Nightmarish End|JOU=5
Nyx Infusion|JOU=2
Nyx Weaver|JOU=24
Nyx-Fleece Ram|JOU=19
Oakheart Dryads|JOU=5
Oppressive Rays|JOU=4
Oreskos Swiftclaw|JOU=3
Pensive Minotaur|JOU=3
Phalanx Formation|JOU=7
Pharika's Chosen|JOU=7
Pharika, God of Affliction|JOU=200
Pheres-Band Thunderhoof|JOU=6
Pheres-Band Warchief|JOU=15
Pin to the Earth|JOU=5
Polymorphous Rush|JOU=15
Prophetic Flamespeaker|JOU=38
Pull from the Deep|JOU=19
Quarry Colossus|JOU=9
Ravenous Leucrocota|JOU=2
Renowned Weaver|JOU=7
Reprisal|JOU=9
Returned Reveler|JOU=7
Revel of the Fallen God|JOU=14
Reviving Melody|JOU=13
Riddle of Lightning|JOU=10
Riptide Chimera|JOU=23
Rise of Eagles|JOU=6
Ritual of the Returned|JOU=5
Rollick of Abandon|JOU=6
Rotted Hulk|JOU=4
Rouse the Mob|JOU=4
Sage of Hours|JOU=1623
Satyr Grovedancer|JOU=6
Satyr Hoplite|JOU=5
Scourge of Fleets|JOU=52
Setessan Tactics|JOU=48
Sightless Brawler|JOU=3
Sigiled Skink|JOU=5
Sigiled Starfish|JOU=6
Silence the Believers|JOU=17
Skybind|JOU=32
Skyspear Cavalry|JOU=4
Solidarity of Heroes|JOU=53
Spawn of Thraxes|JOU=26
Spirespine|JOU=1
Spite of Mogis|JOU=13
Spiteful Blow|JOU=6
Squelching Leeches|JOU=8
Starfall|JOU=10
Stonewise Fortifier|JOU=2
Stormchaser Chimera|JOU=5
Strength from the Fallen|JOU=9
Supply-Line Cranes|JOU=7
Swarmborn Giant|JOU=7
Temple of Epiphany|JOU=46
Temple of Malady|JOU=34
Tethmos High Priest|JOU=8
Thassa's Devourer|JOU=5
Thassa's Ire|JOU=16
Thoughtrender Lamia|JOU=18
Tormented Thoughts|JOU=12
Triton Cavalry|JOU=5
Triton Shorestalker|JOU=26
Twinflame|JOU=576
Underworld Coinsmith|JOU=23
War-Wing Siren|JOU=4
Whitewater Naiads|JOU=11
Wildfire Cerberus|JOU=6
Worst Fears|JOU=200
Goblin Mutant|JP1=4977
Ihsan's Shade|JP1=9999
Krovikan Vampire|JP1=4297
Surge of Strength|JP1=3999
Yavimaya Ants|JP1=5305
Ancestor's Chosen|JUD=20
Anger|JUD=311
Anurid Barkripper|JUD=14
Anurid Brushhopper|JUD=123
Anurid Swarmsnapper|JUD=21
Arcane Teachings|JUD=10
Aven Fogbringer|JUD=12
Aven Warcraft|JUD=15
Balthor the Defiled|JUD=1176
Barbarian Bully|JUD=6
Battle Screech|JUD=39
Battlefield Scrounger|JUD=15
Battlewise Aven|JUD=7
Benevolent Bodyguard|JUD=73
Book Burning|JUD=14
Border Patrol|JUD=13
Brawn|JUD=65
Breaking Point|JUD=47
Browbeat|JUD=46
Burning Wish|JUD=459
Cabal Therapy|JUD=1794
Cabal Trainee|JUD=6
Cagemail|JUD=6
Canopy Claws|JUD=9
Centaur Rootcaster|JUD=16
Cephalid Constable|JUD=202
Cephalid Inkshrouder|JUD=34
Chastise|JUD=22
Commander Eesha|JUD=257
Crush of Wurms|JUD=209
Cunning Wish|JUD=695
Death Wish|JUD=61
Defy Gravity|JUD=18
Dwarven Bloodboiler|JUD=600
Dwarven Driller|JUD=41
Dwarven Scorcher|JUD=27
Earsplitting Rats|JUD=17
Elephant Guide|JUD=29
Ember Shot|JUD=7
Envelop|JUD=195
Epic Struggle|JUD=790
Erhnam Djinn|JUD=38
Exoskeletal Armor|JUD=31
Filth|JUD=1042
Firecat Blitz|JUD=33
Flaring Pain|JUD=105
Flash of Insight|JUD=52
Fledgling Dragon|JUD=55
Folk Medicine|JUD=9
Forcemage Advocate|JUD=14
Funeral Pyre|JUD=13
Genesis|JUD=397
Giant Warthog|JUD=8
Glory|JUD=140
Golden Wish|JUD=40
Goretusk Firebeast|JUD=8
Grave Consequences|JUD=22
Grip of Amnesia|JUD=13
Grizzly Fate|JUD=41
Guided Strike|JUD=9
Guiltfeeder|JUD=199
Hapless Researcher|JUD=15
Harvester Druid|JUD=11
Hunting Grounds|JUD=297
Infectious Rage|JUD=13
Ironshell Beetle|JUD=17
Jeska, Warrior Adept|JUD=234
Keep Watch|JUD=104
Krosan Reclamation|JUD=36
Krosan Verge|JUD=49
Krosan Wayfarer|JUD=32
Laquatus's Disdain|JUD=13
Lava Dart|JUD=145
Lead Astray|JUD=6
Liberated Dwarf|JUD=28
Lightning Surge|JUD=34
Living Wish|JUD=423
Lost in Thought|JUD=9
Masked Gorgon|JUD=40
Mental Note|JUD=919
Mirari's Wake|JUD=688
Mirror Wall|JUD=10
Mist of Stagnation|JUD=43
Morality Shift|JUD=530
